date,BTC,ETH,SOL
2025-02-20,0.011028238008022993,0.01682983341064121,0.0009294645111678781
2025-02-21,0.01876995118902046,0.009820308266069932,0.03913964700760048
2025-02-22,-0.0231263449257834,-0.030834734054549028,-0.04069583453480166
2025-02-23,0.004452526992227976,0.03910288261383705,0.0188249392177955
2025-02-24,-0.002454136408961605,0.022473888604129907,-0.024213388796914648
2025-02-25,-0.05254335640561144,-0.12174997769017334,-0.1745815461383769
2025-02-26,-0.029321671571153105,-0.00311617529760391,0.022348785770086706
2025-02-27,-0.05626144910470158,-0.07032789940691948,-0.06951051379213748
2025-02-28,0.009596578780697617,-0.008866485545420806,0.02162374812812358
2025-03-01,-0.003159824115076059,-0.030888177406590524,0.0739937043255288
2025-03-02,0.018344675713103394,-0.01006290569486296,-0.0327522532155519
2025-03-03,0.09166476934551977,0.12893240229101088,0.2171218603952338
2025-03-04,-0.09027677271420725,-0.15857202398358405,-0.22332021123778664
2025-03-05,0.013677816612893448,0.010786700446115512,0.017719483105524472
2025-03-06,0.0370250286613103,0.03167681803049962,0.007688983921981501
2025-03-07,-0.006674020522841662,-0.017581898957941444,-0.018853660644188353
2025-03-08,-0.03652585024649933,-0.02835553885163298,-0.030208745902383333
2025-03-09,-0.007290872389954077,0.027300987451724074,-0.016667172058068003
2025-03-10,-0.06463644642549807,-0.08671427142078234,-0.07781686515557064
2025-03-11,-0.02466289009754066,-0.07093762692448177,-0.0639758630239654
2025-03-12,0.04970811239974396,0.022201970065928302,0.05441072214590681
2025-03-13,0.013020533422924781,-0.005561017360235491,0.009020881135005118
2025-03-14,-0.03376841816872865,-0.02536817350605399,-0.026643821237467596
2025-03-15,0.034810542415063706,0.02537399988968855,0.08039482110063197
2025-03-16,0.004989001016243628,0.015125483086408355,0.01695370150588153
2025-03-17,-0.021330733954469952,-0.027184255368303635,-0.07387186890840987
2025-03-18,0.017575392608819594,0.021703541088103396,0.016622164553404664
2025-03-19,-0.015526751470359814,0.001871086550624099,-0.023151452802346192
2025-03-20,0.047597644032876946,0.06409174087791421,0.07881478321063631
2025-03-21,-0.029748558349979776,-0.0395427624400356,-0.06037934594851978
2025-03-22,-0.003105660770374277,-0.008264130614605774,0.004403592429304068
2025-03-23,-0.002577125556254653,0.007614265766500076,0.0011856350054795471
2025-03-24,0.02352259225639348,0.010803572304367258,0.028480199478918174
2025-03-25,0.017792303034849445,0.03760988494582725,0.06220493009453456
2025-03-26,0.002205961188157442,-0.004409146634287299,0.023576038617062426
2025-03-27,-0.006415929258497127,-0.02879451170381116,-0.04868624402435301
2025-03-28,0.003058948314696347,-0.003279251682545485,0.009334122046027588
2025-03-29,-0.0334299665239076,-0.054567403541500074,-0.06673066749029744
2025-03-30,-0.02011933602807924,-0.03631067476873048,-0.038944531361320846
2025-03-31,-0.003911785629917921,-0.013171687474694969,0.0006323474367495104
2025-04-01,0.0019131696014113883,0.010397682761765946,0.0022892944535365285
