date,BTC,ETH,SOL
2025-05-08,97026.49376966801,1810.3169269284476,147.20059726659957
2025-05-09,103076.27555512934,2197.5611893238784,163.41627317514832
2025-05-10,102962.54045692299,2341.407963002621,172.6970765026263
2025-05-11,104630.8792994166,2583.6829051429513,177.3428319704922
2025-05-12,103994.061616746,2507.4693107597423,172.85779222329435
2025-05-13,102876.8304286011,2492.426391077375,174.41950190990173
2025-05-14,104184.49039270742,2676.639163127913,184.05379777179434
2025-05-15,103594.42575090709,2603.7180887199615,176.45507175799847
2025-05-16,103708.85136423641,2542.296692466797,168.75269732863256
2025-05-17,103556.03493982446,2544.3870377235667,167.76812404954248
2025-05-18,103212.36483885496,2475.0543933696913,165.9394166641985
2025-05-19,106030.6376831359,2465.3409856139087,171.54067495745267
2025-05-20,105629.41580436694,2526.989643891319,166.7148813421899
2025-05-21,106786.71995834043,2524.2743433146065,168.38572912424627
2025-05-22,109665.86371625263,2558.9502343769486,173.96771434765478
2025-05-23,111560.356938144,2657.1674447566115,179.57884486750282
2025-05-24,107216.66856870624,2519.813809045145,174.43566967519817
2025-05-25,107831.36374380375,2529.4429842284353,175.9976176396849
2025-05-26,108861.81037744327,2546.6201163370915,175.13203918726265
2025-05-27,109377.71513263129,2562.1729286392238,174.71672204451494
2025-05-28,109068.45694901445,2662.0940568241435,176.57784495904014
2025-05-29,107838.18431100152,2676.2674124507,172.12073410994773
2025-05-30,105745.41660358038,2633.1392065286695,166.83894593726552
2025-05-31,104010.91956242644,2524.4762348050726,156.51262963204462
2025-06-01,104687.50742934884,2532.3627853090866,156.86968538083693
2025-06-02,105710.00593822816,2538.3300584367485,157.63092185153255
2025-06-03,105884.74263221149,2609.737253959435,156.97126157615844
2025-06-04,105434.47745144971,2595.4689570062997,155.57609294535118
2025-06-05,104812.9182188067,2610.343189828259,153.52933334658826
2025-06-06,101650.7387545425,2421.601103763502,144.54778524030908
2025-06-07,104409.74967959142,2481.4039836690267,148.27289869882955
2025-06-08,105681.4546141758,2526.291995889778,150.07536034230216
2025-06-09,105692.24740699006,2508.784123584585,152.50446458828966
2025-06-10,110261.57485948496,2685.0001850413178,161.15980951265985
2025-06-11,110212.73252109604,2808.503208314919,164.9644225697288
2025-06-12,108679.9760916168,2776.1371915822333,161.01986639557893
2025-06-13,105979.22902375912,2653.158968452672,152.6604566097001
2025-06-14,106045.56440819203,2577.04861752583,148.53042859104298
2025-06-15,105482.90611628917,2534.0702195359518,144.75154594223267
2025-06-16,105554.49383061715,2547.8456040920437,152.684889859998
2025-06-17,106951.2720181497,2561.329843569428,151.43554856186984
2025-06-18,104683.42479835715,2514.986700576147,147.99188434299543
2025-06-19,104722.695052907,2521.3334233964915,146.27697674399295
2025-06-20,104690.65002458123,2522.1791903642184,147.09924520457085
2025-06-21,103290.105144757,2405.695434213183,140.04009054961782
2025-06-22,101532.5683847329,2270.581996055585,133.71000196412658
2025-06-23,100852.58264648831,2227.4287266371684,131.8134744866569
